,Customer_ID,Decision_Tree_Pred,Random_Forest_Pred
323,CUS_0x78e0,1,1
324,CUS_0x6794,2,1
325,CUS_0x6794,2,1
326,CUS_0x6794,2,2
327,CUS_0x6794,2,2
328,CUS_0xe2c,1,1
329,CUS_0xe2c,1,1
330,CUS_0xe2c,1,1
331,CUS_0xe2c,1,1
332,CUS_0x36bb,1,2
333,CUS_0x36bb,1,2
334,CUS_0x36bb,1,2
335,CUS_0x36bb,1,2
336,CUS_0xa77f,1,1
337,CUS_0xa77f,1,1
338,CUS_0xa77f,1,1
339,CUS_0xa77f,1,1
340,CUS_0x1e70,0,1
341,CUS_0x1e70,0,1
342,CUS_0x1e70,0,0
343,CUS_0x1e70,0,1
344,CUS_0xa335,0,0
345,CUS_0xa335,0,0
346,CUS_0xa335,0,0
347,CUS_0xa335,0,0
348,CUS_0x71e0,2,1
349,CUS_0x71e0,2,1
350,CUS_0x71e0,2,1
351,CUS_0x71e0,2,1
352,CUS_0x4af0,1,1
353,CUS_0x4af0,1,1
354,CUS_0x4af0,1,1
355,CUS_0x4af0,1,1
356,CUS_0x3861,2,2
357,CUS_0x3861,2,2
358,CUS_0x3861,2,1
359,CUS_0x3861,2,2
360,CUS_0x240d,1,2
361,CUS_0x240d,1,1
362,CUS_0x240d,1,1
363,CUS_0x240d,1,1
364,CUS_0x2652,2,2
365,CUS_0x2652,2,2
366,CUS_0x2652,2,2
367,CUS_0x2652,2,2
368,CUS_0x259a,1,1
369,CUS_0x259a,1,1
370,CUS_0x259a,1,1
371,CUS_0x259a,1,1
372,CUS_0x28b5,1,1
373,CUS_0x28b5,1,1
374,CUS_0x28b5,1,1
375,CUS_0x28b5,1,1
376,CUS_0x8643,0,0
377,CUS_0x8643,0,0
378,CUS_0x8643,0,0
379,CUS_0x8643,0,0
380,CUS_0x12d5,1,1
381,CUS_0x12d5,0,0
382,CUS_0x12d5,0,0
383,CUS_0x12d5,0,1
384,CUS_0x3f04,2,2
385,CUS_0x3f04,2,2
386,CUS_0x3f04,2,2
387,CUS_0x3f04,2,1
388,CUS_0x62c6,0,1
389,CUS_0x62c6,0,1
390,CUS_0x62c6,1,1
391,CUS_0x62c6,1,1
392,CUS_0x398d,1,1
393,CUS_0x398d,1,1
394,CUS_0x398d,1,1
395,CUS_0x398d,1,1
396,CUS_0x618b,0,1
397,CUS_0x618b,0,0
398,CUS_0x618b,0,1
399,CUS_0x618b,0,0
400,CUS_0x7250,2,1
401,CUS_0x7250,2,1
402,CUS_0x7250,2,1
403,CUS_0x7250,2,1
404,CUS_0x6435,1,2
405,CUS_0x6435,1,2
406,CUS_0x6435,1,1
407,CUS_0x6435,1,2
408,CUS_0xb6ad,0,0
409,CUS_0xb6ad,0,0
410,CUS_0xb6ad,0,0
411,CUS_0xb6ad,0,0
412,CUS_0x7878,1,1
413,CUS_0x7878,1,1
414,CUS_0x7878,1,1
415,CUS_0x7878,1,1
416,CUS_0x35b5,0,1
417,CUS_0x35b5,0,0
418,CUS_0x35b5,0,0
419,CUS_0x35b5,0,0
420,CUS_0x7a0f,0,0
421,CUS_0x7a0f,0,0
422,CUS_0x7a0f,0,0
423,CUS_0x7a0f,0,0
424,CUS_0x1c09,1,1
425,CUS_0x1c09,1,1
426,CUS_0x1c09,1,1
427,CUS_0x1c09,1,1
428,CUS_0x2c0d,2,0
429,CUS_0x2c0d,2,1
430,CUS_0x2c0d,2,0
431,CUS_0x2c0d,2,0
432,CUS_0x9073,1,1
433,CUS_0x9073,1,1
434,CUS_0x9073,1,1
435,CUS_0x9073,1,1
436,CUS_0x2813,2,0
437,CUS_0x2813,2,2
438,CUS_0x2813,2,0
439,CUS_0x2813,2,0
440,CUS_0xac93,2,0
441,CUS_0xac93,2,2
442,CUS_0xac93,2,2
443,CUS_0xac93,2,0
444,CUS_0x8c69,2,1
445,CUS_0x8c69,2,2
446,CUS_0x8c69,2,2
447,CUS_0x8c69,2,2
448,CUS_0x365a,2,1
449,CUS_0x365a,2,1
450,CUS_0x365a,2,1
451,CUS_0x365a,2,1
452,CUS_0x7586,0,0
453,CUS_0x7586,0,0
454,CUS_0x7586,0,0
455,CUS_0x7586,0,0
456,CUS_0x9c67,1,1
457,CUS_0x9c67,1,1
458,CUS_0x9c67,1,1
459,CUS_0x9c67,1,1
460,CUS_0x7caf,2,2
461,CUS_0x7caf,2,2
462,CUS_0x7caf,2,2
463,CUS_0x7caf,2,2
464,CUS_0xa2f7,1,0
465,CUS_0xa2f7,1,0
466,CUS_0xa2f7,1,0
467,CUS_0xa2f7,1,1
468,CUS_0x5e17,0,1
469,CUS_0x5e17,0,1
470,CUS_0x5e17,0,0
471,CUS_0x5e17,0,1
472,CUS_0x1288,0,0
473,CUS_0x1288,0,1
474,CUS_0x1288,0,1
475,CUS_0x1288,0,1
476,CUS_0x567b,2,1
477,CUS_0x567b,2,1
478,CUS_0x567b,2,2
479,CUS_0x567b,2,1
480,CUS_0x2365,0,0
481,CUS_0x2365,0,0
482,CUS_0x2365,0,0
483,CUS_0x2365,0,0
484,CUS_0x8a04,1,0
485,CUS_0x8a04,1,1
486,CUS_0x8a04,1,0
487,CUS_0x8a04,1,1
488,CUS_0x6015,1,1
489,CUS_0x6015,1,1
490,CUS_0x6015,1,1
491,CUS_0x6015,1,0
492,CUS_0x21e6,2,2
493,CUS_0x21e6,2,2
494,CUS_0x21e6,2,2
495,CUS_0x21e6,2,1
496,CUS_0xa9a6,1,1
497,CUS_0xa9a6,1,1
498,CUS_0xa9a6,1,1
499,CUS_0xa9a6,1,1
500,CUS_0x3187,0,0
501,CUS_0x3187,0,0
502,CUS_0x3187,0,0
503,CUS_0x3187,0,0
504,CUS_0x3fbf,1,1
505,CUS_0x3fbf,1,1
506,CUS_0x3fbf,1,1
507,CUS_0x3fbf,1,1
508,CUS_0x953c,2,1
509,CUS_0x953c,2,2
510,CUS_0x953c,2,2
511,CUS_0x953c,2,1
512,CUS_0x4aaa,1,1
513,CUS_0x4aaa,1,1
514,CUS_0x4aaa,1,1
515,CUS_0x4aaa,1,1
516,CUS_0x2947,2,1
517,CUS_0x2947,2,1
518,CUS_0x2947,2,0
519,CUS_0x2947,2,2
520,CUS_0x30e0,2,1
521,CUS_0x30e0,2,1
522,CUS_0x30e0,2,1
523,CUS_0x30e0,2,1
524,CUS_0xc3b7,0,0
525,CUS_0xc3b7,0,0
526,CUS_0xc3b7,0,0
527,CUS_0xc3b7,0,0
528,CUS_0x1e9b,0,0
529,CUS_0x1e9b,0,0
530,CUS_0x1e9b,0,0
531,CUS_0x1e9b,0,0
532,CUS_0x3b88,1,1
533,CUS_0x3b88,1,1
534,CUS_0x3b88,1,1
535,CUS_0x3b88,1,1
536,CUS_0xae51,1,1
537,CUS_0xae51,1,1
538,CUS_0xae51,1,1
539,CUS_0xae51,1,1
540,CUS_0xb7ef,0,1
541,CUS_0xb7ef,1,1
542,CUS_0xb7ef,1,1
543,CUS_0xb7ef,1,1
544,CUS_0xb288,0,1
545,CUS_0xb288,0,1
546,CUS_0xb288,0,1
547,CUS_0xb288,0,1
548,CUS_0x7a22,1,1
549,CUS_0x7a22,1,1
550,CUS_0x7a22,1,1
551,CUS_0x7a22,1,1
552,CUS_0x9495,1,1
553,CUS_0x9495,1,1
554,CUS_0x9495,1,1
555,CUS_0x9495,1,1
556,CUS_0x64f1,0,1
557,CUS_0x64f1,0,1
558,CUS_0x64f1,0,1
559,CUS_0x64f1,0,1
560,CUS_0x6749,0,0
561,CUS_0x6749,0,1
562,CUS_0x6749,0,1
563,CUS_0x6749,0,0
564,CUS_0xc1c9,2,2
565,CUS_0xc1c9,2,2
566,CUS_0xc1c9,2,2
567,CUS_0xc1c9,2,2
568,CUS_0x230a,2,1
569,CUS_0x230a,2,2
570,CUS_0x230a,2,2
571,CUS_0x230a,2,2
572,CUS_0x8928,1,1
573,CUS_0x8928,1,1
574,CUS_0x8928,1,1
575,CUS_0x8928,1,1
576,CUS_0x682f,0,1
577,CUS_0x682f,0,0
578,CUS_0x682f,0,0
579,CUS_0x682f,0,1
580,CUS_0x4831,2,2
581,CUS_0x4831,2,2
582,CUS_0x4831,2,2
583,CUS_0x4831,2,2
584,CUS_0x32a5,1,1
585,CUS_0x32a5,1,1
586,CUS_0x32a5,0,1
587,CUS_0x32a5,1,1
588,CUS_0x710f,0,0
589,CUS_0x710f,0,0
590,CUS_0x710f,0,0
591,CUS_0x710f,0,0
592,CUS_0xa54b,2,1
593,CUS_0xa54b,2,1
594,CUS_0xa54b,2,1
595,CUS_0xa54b,2,2
596,CUS_0x564a,1,1
597,CUS_0x564a,1,0
598,CUS_0x564a,0,0
599,CUS_0x564a,0,0
600,CUS_0xb000,1,1
601,CUS_0xb000,1,0
602,CUS_0xb000,1,1
603,CUS_0xb000,1,1
604,CUS_0x2584,1,1
605,CUS_0x2584,1,1
606,CUS_0x2584,1,1
607,CUS_0x2584,1,1
608,CUS_0x5a3f,2,2
609,CUS_0x5a3f,2,2
610,CUS_0x5a3f,2,1
611,CUS_0x5a3f,2,1
612,CUS_0xc341,2,1
613,CUS_0xc341,2,2
614,CUS_0xc341,2,2
615,CUS_0xc341,2,2
616,CUS_0x1a96,2,2
617,CUS_0x1a96,2,2
618,CUS_0x1a96,2,0
619,CUS_0x1a96,2,1
620,CUS_0xb7a1,0,1
621,CUS_0xb7a1,0,1
622,CUS_0xb7a1,0,1
623,CUS_0xb7a1,0,1
624,CUS_0x31d5,2,1
625,CUS_0x31d5,2,2
626,CUS_0x31d5,2,2
627,CUS_0x31d5,2,2
628,CUS_0x45f7,1,1
629,CUS_0x45f7,1,1
630,CUS_0x45f7,1,1
631,CUS_0x45f7,1,1
632,CUS_0x6617,2,0
633,CUS_0x6617,2,0
634,CUS_0x6617,2,1
635,CUS_0x6617,2,0
636,CUS_0x5b80,1,1
637,CUS_0x5b80,1,1
638,CUS_0x5b80,1,1
639,CUS_0x5b80,1,1
640,CUS_0xa548,0,0
641,CUS_0xa548,0,0
642,CUS_0xa548,0,0
643,CUS_0xa548,0,0
644,CUS_0xb9ea,0,2
645,CUS_0xb9ea,0,2
646,CUS_0xb9ea,0,0
647,CUS_0xb9ea,0,0
648,CUS_0x54c0,0,1
649,CUS_0x54c0,0,1
650,CUS_0x54c0,0,1
651,CUS_0x54c0,0,0
652,CUS_0x258b,0,0
653,CUS_0x258b,0,0
654,CUS_0x258b,0,0
655,CUS_0x258b,0,0
656,CUS_0x4bb4,1,0
657,CUS_0x4bb4,1,0
658,CUS_0x4bb4,1,0
659,CUS_0x4bb4,1,0
660,CUS_0x8e75,2,1
661,CUS_0x8e75,2,1
662,CUS_0x8e75,2,1
663,CUS_0x8e75,2,1
664,CUS_0xf95,0,0
665,CUS_0xf95,0,0
666,CUS_0xf95,0,0
667,CUS_0xf95,0,0
668,CUS_0x4028,2,2
669,CUS_0x4028,2,1
670,CUS_0x4028,2,1
671,CUS_0x4028,2,2
672,CUS_0x8db8,1,1
673,CUS_0x8db8,1,1
674,CUS_0x8db8,1,1
675,CUS_0x8db8,1,1
676,CUS_0x1e63,0,0
677,CUS_0x1e63,0,0
678,CUS_0x1e63,0,0
679,CUS_0x1e63,0,0
680,CUS_0x4948,1,1
681,CUS_0x4948,1,1
682,CUS_0x4948,1,1
683,CUS_0x4948,1,1
684,CUS_0xc37b,0,0
685,CUS_0xc37b,0,0
686,CUS_0xc37b,0,0
687,CUS_0xc37b,0,0
688,CUS_0xfcc,1,1
689,CUS_0xfcc,1,1
690,CUS_0xfcc,1,1
691,CUS_0xfcc,1,1
692,CUS_0x64ce,2,0
693,CUS_0x64ce,2,0
694,CUS_0x64ce,2,2
695,CUS_0x64ce,2,1
696,CUS_0x9574,2,2
697,CUS_0x9574,2,0
698,CUS_0x9574,2,2
699,CUS_0x9574,2,2
700,CUS_0xbc88,0,1
701,CUS_0xbc88,0,0
702,CUS_0xbc88,0,0
703,CUS_0xbc88,0,0
704,CUS_0x661b,1,1
705,CUS_0x661b,1,1
706,CUS_0x661b,1,1
707,CUS_0x661b,1,1
708,CUS_0xc51,1,1
709,CUS_0xc51,1,1
710,CUS_0xc51,1,1
711,CUS_0xc51,1,1
712,CUS_0x9536,1,1
713,CUS_0x9536,1,1
714,CUS_0x9536,1,1
715,CUS_0x9536,1,1
716,CUS_0xc5a0,2,1
717,CUS_0xc5a0,2,1
718,CUS_0xc5a0,2,1
719,CUS_0xc5a0,2,1
720,CUS_0xb282,2,1
721,CUS_0xb282,2,1
722,CUS_0xb282,2,1
723,CUS_0xb282,2,1
724,CUS_0xb9b8,2,2
725,CUS_0xb9b8,2,2
726,CUS_0xb9b8,2,1
727,CUS_0xb9b8,2,2
728,CUS_0x3e81,2,1
729,CUS_0x3e81,2,2
730,CUS_0x3e81,2,2
731,CUS_0x3e81,2,2
732,CUS_0x3702,0,1
733,CUS_0x3702,0,1
734,CUS_0x3702,0,1
735,CUS_0x3702,0,1
736,CUS_0x8a0f,0,0
737,CUS_0x8a0f,0,0
738,CUS_0x8a0f,0,1
739,CUS_0x8a0f,0,1
740,CUS_0x21be,1,1
741,CUS_0x21be,1,1
742,CUS_0x21be,1,1
743,CUS_0x21be,1,1
744,CUS_0x8c1f,0,0
745,CUS_0x8c1f,0,0
746,CUS_0x8c1f,0,0
747,CUS_0x8c1f,0,0
748,CUS_0x67e1,2,1
749,CUS_0x67e1,2,2
750,CUS_0x67e1,2,1
751,CUS_0x67e1,2,2
752,CUS_0x1c06,0,0
753,CUS_0x1c06,0,0
754,CUS_0x1c06,0,0
755,CUS_0x1c06,0,0
756,CUS_0x5761,1,0
757,CUS_0x5761,1,0
758,CUS_0x5761,1,0
759,CUS_0x5761,1,1
760,CUS_0x9a4a,0,0
761,CUS_0x9a4a,0,0
762,CUS_0x9a4a,0,1
763,CUS_0x9a4a,0,1
764,CUS_0x100b,1,1
765,CUS_0x100b,1,2
766,CUS_0x100b,2,2
767,CUS_0x100b,2,2
768,CUS_0x6325,1,0
769,CUS_0x6325,1,0
770,CUS_0x6325,1,0
771,CUS_0x6325,1,0
772,CUS_0x4e3c,2,1
773,CUS_0x4e3c,2,1
774,CUS_0x4e3c,2,1
775,CUS_0x4e3c,2,0
776,CUS_0xb217,2,0
777,CUS_0xb217,2,1
778,CUS_0xb217,2,2
779,CUS_0xb217,2,0
780,CUS_0xb374,0,0
781,CUS_0xb374,0,0
782,CUS_0xb374,0,0
783,CUS_0xb374,0,0
784,CUS_0x1d4e,0,1
785,CUS_0x1d4e,0,1
786,CUS_0x1d4e,0,1
787,CUS_0x1d4e,0,1
788,CUS_0x8a4b,1,1
789,CUS_0x8a4b,1,1
790,CUS_0x8a4b,1,1
791,CUS_0x8a4b,1,1
792,CUS_0x93ff,2,1
793,CUS_0x93ff,2,2
794,CUS_0x93ff,2,1
795,CUS_0x93ff,2,2
796,CUS_0x3e2d,2,1
797,CUS_0x3e2d,2,0
798,CUS_0x3e2d,2,1
799,CUS_0x3e2d,2,0
800,CUS_0x493c,2,2
801,CUS_0x493c,2,2
802,CUS_0x493c,2,2
803,CUS_0x493c,2,2
804,CUS_0x88a0,1,1
805,CUS_0x88a0,1,1
806,CUS_0x88a0,1,1
807,CUS_0x88a0,1,1
808,CUS_0x543f,0,0
809,CUS_0x543f,0,0
810,CUS_0x543f,0,0
811,CUS_0x543f,0,0
812,CUS_0x9f7e,1,1
813,CUS_0x9f7e,1,1
814,CUS_0x9f7e,1,1
815,CUS_0x9f7e,1,1
816,CUS_0x23a6,1,1
817,CUS_0x23a6,1,1
818,CUS_0x23a6,1,1
819,CUS_0x23a6,1,1
820,CUS_0xa874,2,2
821,CUS_0xa874,2,2
822,CUS_0xa874,2,2
823,CUS_0xa874,2,2
824,CUS_0x4ea5,2,1
825,CUS_0x4ea5,2,2
826,CUS_0x4ea5,2,2
827,CUS_0x4ea5,2,2
828,CUS_0x8208,2,2
829,CUS_0x8208,2,2
830,CUS_0x8208,2,2
831,CUS_0x8208,2,2
832,CUS_0xb35f,1,1
833,CUS_0xb35f,1,1
834,CUS_0xb35f,1,1
835,CUS_0xb35f,1,1
836,CUS_0x8696,0,0
837,CUS_0x8696,0,0
838,CUS_0x8696,0,0
839,CUS_0x8696,0,0
840,CUS_0x49da,1,1
841,CUS_0x49da,1,1
842,CUS_0x49da,1,1
843,CUS_0x49da,1,1
844,CUS_0x5d94,2,2
845,CUS_0x5d94,2,2
846,CUS_0x5d94,2,2
847,CUS_0x5d94,2,2
848,CUS_0x3ef5,0,0
849,CUS_0x3ef5,0,0
850,CUS_0x3ef5,0,0
851,CUS_0x3ef5,0,0
852,CUS_0xbda3,1,1
853,CUS_0xbda3,1,1
854,CUS_0xbda3,0,0
855,CUS_0xbda3,0,1
856,CUS_0x29fd,0,0
857,CUS_0x29fd,0,0
858,CUS_0x29fd,0,0
859,CUS_0x29fd,0,1
860,CUS_0xbbf3,2,2
861,CUS_0xbbf3,2,1
862,CUS_0xbbf3,2,2
863,CUS_0xbbf3,2,2
864,CUS_0x2c31,2,2
865,CUS_0x2c31,2,2
866,CUS_0x2c31,2,2
867,CUS_0x2c31,2,1
868,CUS_0xb4be,0,1
869,CUS_0xb4be,0,1
870,CUS_0xb4be,0,1
871,CUS_0xb4be,0,1
872,CUS_0xa203,1,0
873,CUS_0xa203,0,0
874,CUS_0xa203,0,0
875,CUS_0xa203,0,0
876,CUS_0xa7c3,0,0
877,CUS_0xa7c3,0,0
878,CUS_0xa7c3,0,0
879,CUS_0xa7c3,0,0
880,CUS_0x76e7,0,0
881,CUS_0x76e7,0,0
882,CUS_0x76e7,0,0
883,CUS_0x76e7,0,0
